category,subcategory,name,current_price,raw_price,discount,likes_count,is_new,codcountry,variation_0_color,variation_1_color,id,model
beauty,Eyeshadow,Glazed Beauty Palette Eye Shadow 35 Colors,32.76,68.77,52,1525,FALSE,TH,Comme image,,1206026,SKU781845
beauty,Epilator,painless hair removal for the entire body,48.99,97.98,50,0,TRUE,"ID,MY,PH,SG,TH,VN",,,1680182,SKUE98512
beauty,Skincare,face cream with collagen snail extract,12.29,21.37,43,608,FALSE,TH,,,1270913,SKU908885
beauty,Essential oil,Serum hyaluronic acid MELAO,15.03,25.17,40,237,FALSE,,,,1237102,SKU814216
beauty,slimming clothes,Body Shapewear Shaimmer without couturesThin,24.92,41.68,40,280,FALSE,"ID,MY,PH,SG,TH,VN",1,2,1229160,SKU827511
beauty,Eyeshadow,High Jelly Facial Cream Light,9.99,19.99,50,139,FALSE,TH,,,1513784,SKUC66120
beauty,other tools,Pen 4 pcs nail treatment,21.84,37.99,43,84,FALSE,VN,,,1312625,SKU974046
beauty,nail machine,60pcs Nail Drill Set Machine,62.09,109.99,44,72,FALSE,"ID,MY,PH,SG,TH,VN",,,1332635,SKU970296
beauty,Face powder,Primer for face makeup,10.59,21.18,50,457,FALSE,,Or,argent,1283575,SKU925288
beauty,Eyelash extensions & Grafting,Eyelash Growth Serum,12.18,24.64,51,189,FALSE,TH,,,1379012,SKUA66950
beauty,Lip gloss,Oils moisturizing lips sexy,7.29,14.58,50,279,FALSE,,,,1298411,SKU957715
beauty,Lip gloss,Set 6pcs red liquid lips mats,17.38,35.61,51,361,FALSE,TH,,,1187110,SKU690443
beauty,Cosplay Wigs,Wigs rainbow sky animates,31.15,54.18,43,164,FALSE,"ID,MY,PH,SG,TH,VN",,,1391302,SKUA88347
beauty,Glasses,Bluetooth headset lenses,57.03,99.18,43,93,FALSE,"ID,MY,TH",,,1300657,SKU963719
beauty,UV & LED lamp,nail dryer Mini UV LED,17.81,30.67,42,288,FALSE,"ID,MY,PH,SG,TH,VN",,,1259640,SKU786270
beauty,Hair extension,Long human hair extensions,30.46,53,43,120,FALSE,"ID,MY,PH,SG,TH,VN",,,1270297,SKU898344
beauty,Nailart,Nail glitters assembly Laser Glitter,10.99,21.99,50,130,FALSE,"ID,MY,PH,SG,TH,VN",1#,2 #,1322488,SKU991178
beauty,Human Hair Wigs,Human Hair Short Wigs,84.59,169.18,50,34,FALSE,"ID,MY,PH,SG,TH,VN",,,1335421,SKUA12303
beauty,Skincare,15ml of 24K gold gasoline,7.99,15.98,50,169,FALSE,VN,,,1382182,SKUA72259
beauty,other accessories,Natural Shaving Soap Bubble,13.99,27.98,50,0,TRUE,"PH,TH,VN",,,1716346,SKUF72638
beauty,Fake eyelashes,of waterproof mascara growth serum,8.99,17.98,50,3,TRUE,VN,,,1719382,SKUF06045
beauty,Bath Care,salt bath balls shaped cutter,8.99,17.98,50,0,TRUE,"PH,TH,VN",Pink,,1721579,SKUF81858
beauty,Bath Care,bath salt balls with cherry blossoms,7.99,15.98,50,1,TRUE,"PH,TH,VN",,,1721592,SKUF81853
beauty,Fake eyelashes,false eyelashes Professional Set,58.79,146.99,60,221,FALSE,"PH,TH,VN",,,10244,SKU006746
beauty,Epilator,epilator hair removal laser painless,80.99,161.98,50,1,FALSE,"ID,MY,PH,SG,TH,VN",,,1553634,SKUD06604
beauty,body care,Xiaomi COKIT Baton Antipruritics,22.99,59.99,62,8,FALSE,VN,,,1491589,SKUC35875
beauty,slimming clothes,Tourmaline Magnetic Back Belt Belt,25.59,42.79,40,157,FALSE,"ID,MY,PH,SG,TH,VN",,,1252565,SKU864927
beauty,Epilator,painless epilator protection against temperature,57.99,115.98,50,0,TRUE,"ID,MY,PH,SG,TH,VN",White,Pink,1532738,SKUC44877
beauty,Massage & Relaxation,4D multifunctional massager neck shoulder neck,41.99,83.98,50,2,TRUE,"ID,MY,PH,SG,TH,VN",White,Blue,1691006,SKUF05808
beauty,Massage & Relaxation,Facial Plate 3Pcs,19.99,39.99,50,2,TRUE,"ID,MY,PH,SG,TH,VN",Pink,,1405095,SKU953275
beauty,Tattoo Accessories,22pcs Stainless Steel Tattoo Nozzle Tips for Needles Set Kit,18.6,31.7,41,64,FALSE,"PH,TH,VN",,,53928,SKU043911
beauty,Bath Care,cleaning brushes back Bath Belt,5.99,11.98,50,2,TRUE,"ID,MY,PH,SG,TH,VN",,,1324487,SKU949822
beauty,Human Hair Wigs,8 natural colors Long Virgin Remy Medium Side Bang Capless Mono Top Hair Wig human,84.81,154.2,45,39,FALSE,"ID,MY,PH,SG,TH,VN",,,1072246,SKU424019
beauty,Sports Equipments,Wireless Headphones In-Ear Bluetooth,33.99,66.99,49,2,TRUE,"ID,MY,PH,SG,TH,VN",White,Black,1349780,SKUA34985
beauty,Lace Wigs,Average red curly long hair,69.99,139.99,50,88,FALSE,"ID,MY,PH,SG,TH,VN",,,1535171,SKUC94795
beauty,synthetic wigs,stiff white hair soft mixed black and white,25.86,44.99,43,26,FALSE,"ID,MY,PH,SG,TH,VN",,,1535861,SKUC94930
beauty,Eyeshadow,makeup palette eyeshadow Pro 63Colors,58.64,124.17,53,340,FALSE,TH,,,1333507,SKUA11146
beauty,synthetic wigs,Wigs 26 Inches,55.88,97.18,43,134,FALSE,"ID,MY,PH,SG,TH,VN",,,1384489,SKUA72149
beauty,Dental care,Set of removable gates for protection of teeth,10.99,21.98,50,0,TRUE,"ID,MY,PH,SG,TH,VN",Or rose,Noir,1463673,SKU737936
beauty,Massage & Relaxation,electric massager cervical spine,15.99,31.98,50,1,TRUE,"ID,MY,PH,SG,TH,VN",,,1352605,SKU967435
beauty,Lip gloss,Gloss starry glitter lips,11.03,20.2,45,137,FALSE,"ID,MY,PH,SG,TH,VN",1,2,1365266,SKUA47379
beauty,Glasses,Radiation protection glasses computer,12.57,27.16,54,489,FALSE,"ID,MY,PH,SG,TH,VN",,,1230463,SKU829274
beauty,Human Hair Wigs,human hair wigs red wine,145.12,252.38,43,31,FALSE,"ID,MY,PH,SG,TH,VN",,,1336736,SKUA12225
beauty,Daily Necessities,Mosquito Smile Stickers,2.99,0,0,9,FALSE,"ID,MY,PH,SG,TH,VN",Random,,1677553,SKUF16744
beauty,Nailart,18 acrylic colors UV Glitter Powder Dust Nail Art Polish Set,14.01,25.94,46,97,FALSE,TH,,,79492,SKU080848
beauty,Curling irons Hair,Automatic air curler,59.99,0,0,16,FALSE,"ID,MY,PH,SG,TH,VN",blanc,Noir,1683435,SKUF27481
beauty,Pens Nail,10pcs resin Wax Rhinestone Picker Pencil Jewel Gem Craft Bead Nail Art Tool,14.86,29.62,50,109,FALSE,"PH,TH,VN",,,1157406,SKU662430
beauty,Dental care,10 ml of teeth whitening solution,12.06,20.98,43,280,FALSE,VN,,,1332394,SKUA05173
beauty,Blush,Rose petals breathable silky blush,22.41,45.87,51,72,FALSE,TH,,,1556704,SKUD23723
beauty,corrector,No Trace Liquid Concealer,15.51,28.22,45,61,FALSE,TH,,,1587838,SKUD62045
beauty,Cosplay Wigs,colored synthetic wig short cosplay,22.53,37.22,40,154,FALSE,"ID,MY,PH,SG,TH,VN",,,1219023,SKU802230
beauty,Fake eyelashes,Mascara sweat resistant and water,11.49,19.99,43,96,FALSE,TH,Noir,,1530594,SKUC89400
beauty,synthetic wigs,straight 24 inch hair wig,44.49,89.99,51,14,FALSE,"ID,MY,PH,SG,TH,VN",,,1676913,SKUF14502
beauty,Fake Nails,Nail Tips butterfly Almond,13.99,0,0,10,FALSE,,,,1681155,SKUF19479
beauty,Sports Equipments,Multifunction resistance bands assembly,26.99,35.99,25,0,TRUE,"ID,MY,PH,SG,TH,VN",,,1700465,SKUF15641
beauty,Brushes & Combs,Set of combs Professional Air cushion,19.99,47.99,58,2,FALSE,"ID,MY,PH,SG,TH,VN",Gold,,1715955,SKUF78672
beauty,nail Stickers,transparent stickers nail drop,13.99,27.98,50,0,TRUE,"ID,MY,PH,SG,TH,VN",,,1718438,SKUF10742
beauty,other tools,Cat Eye Magnet Spar,7.99,15.98,50,2,TRUE,TH,Black,,1719527,SKUF66786
beauty,UV & LED lamp,Nail Lamp 48W dual light source,56.34,106.99,47,52,FALSE,"ID,MY,PH,SG,TH,VN",,,1490259,SKUB58495
beauty,Epilator,Permanent Full Body Hair Remover,56.99,113.98,50,3,TRUE,"ID,MY,PH,SG,TH,VN",Pink,,1526743,SKUC73308
beauty,Sports Equipments,electric massager gun 6 speed,44.99,89.99,50,0,TRUE,"ID,MY,PH,SG,TH,VN",Blue,Red,1602698,SKUE00268
beauty,Sports Equipments,Smart Hip Trainer,44.84,76.84,42,24,FALSE,,Black,,1660946,SKUE90290
beauty,Health Care,Disinfecting Wipes 75% alcohol,19.54,32.99,41,90,FALSE,VN,Blue,,1665001,SKUE96157
beauty,Skincare,Nourishing Liquid Petrol 24K Gold,11.29,22.58,50,141,FALSE,,,,1302137,SKU959260
beauty,nail Stickers,transparent nail extension,8.59,17.18,50,100,FALSE,"ID,MY,PH,SG,TH,VN",,,1296716,SKU950639
beauty,Epilator,Keda KD-187 Electrical Cleansing wet soft washable rechargeable RPM Lady Shaver Epilator,14.55,26.94,46,443,FALSE,,,,981820,SKU182246
beauty,Glasses,Minleaf TR90 Glasses ultra-light reading,10.34,19.29,46,62,FALSE,"ID,MY,TH",marron,Noir 1,1140442,SKU631410
beauty,Hair trimmer,Scissors Embroidery Scissors Ear Ear Trimmer Bronze Gold,8.63,16.91,49,316,FALSE,"ID,MY,PH,SG,TH,VN",Or,Bronze,1014984,SKU236021
beauty,UV & LED lamp,36W UV LED Lamp,40.24,69.99,43,125,FALSE,"ID,MY,PH,SG,TH,VN",,,1335070,SKUA13426
beauty,Eyeshadow,Shadow colored liquid eyelids,11.49,19.99,43,164,FALSE,"ID,MY,TH",1,2,1341628,SKUA22446
beauty,Lips,Set of red liquid natural lips,18.96,64.82,71,74,FALSE,VN,,,1609089,SKUD48204
beauty,Highlighters & Bronzers,Highlight Brightening Liquid,11.49,21.24,46,144,FALSE,,,,1547377,SKUD22876
beauty,Human Hair Wigs,Human Hair Short Wigs,110.39,191.98,43,51,FALSE,"ID,MY,PH,SG,TH,VN",,,1335389,SKUA12240
beauty,Dental care,Cleaner teeth Portable electric oral,38.51,77.03,50,131,FALSE,"ID,MY,PH,SG,TH,VN",Bleu,Rose,1427319,SKUB24287
beauty,Paint brushes,24 Pcs Makeup Brushes MAKEUP You Tooling Brush Wooden Brush Wooden,56.87,96.99,41,308,FALSE,"ID,MY,PH,SG,TH,VN",# 01,,49211,SKU039486
beauty,Dental care,Toothbrush ultrasonic,15.99,32.91,51,95,FALSE,"ID,MY,PH,SG,TH,VN",blanc,rouge,1267089,SKU843217
beauty,body care,Lanthome Breast Massage essential oil,11.49,19.98,43,319,FALSE,VN,,,1226367,SKU821592
beauty,Foot care,1 Pcs Thumb Valgus Corrector,4.82,17.73,73,73,FALSE,"ID,MY,PH,SG,TH,VN",,,1317798,SKU984452
beauty,synthetic wigs,colored curly mixed brown,22.99,45.98,50,9,FALSE,"ID,MY,PH,SG,TH,VN",,,1711314,SKUF73517
beauty,Glasses,Women reading glasses,7.99,19.59,59,38,FALSE,"ID,MY,PH,SG,TH,VN",Noir,rouge,1278806,SKU917502
beauty,Nail polish,17 Metallic colors 15ml Soak Off UV Gel Nail Polish Metal,5.68,8.98,37,87,FALSE,,3,6,950609,SKU171194
beauty,Skincare,CUCNZN Cleansing skin deep,6.27,10.69,41,1068,FALSE,,,,965000,SKU195454
beauty,Tattoo Machines,Professional Permanent Eyebrow Lips Tattoo Pen Makeup Machine tool,74.47,117.75,37,90,FALSE,"PH,TH,VN",,,1021503,SKU278006
beauty,slimming clothes,Bra hunchback corrector,23.28,40.49,43,199,FALSE,"ID,MY,PH,SG,TH,VN",Noir,Couleur de peau,1249274,SKU853137
beauty,Dental care,Liquid tooth whitening,11.49,19.98,43,184,FALSE,VN,,,1368181,SKUA46788
beauty,Foot care,foot mask for the removal of dead skin,15.51,29.45,47,33,FALSE,,,,1469247,SKUC08903
beauty,rechargeable bottle,essential oil bottles,3.99,10.99,64,118,FALSE,"ID,MY,PH,SG,TH,VN",,,1380313,SKUA71503
beauty,kits,Makeup Kit Double Zip,20.26,37.51,46,620,FALSE,"ID,MY,PH,SG,TH,VN",rouge,Noir,1202938,SKU771525
beauty,Mannequin to practice hairdressing,24 inches 30% real human hair long path of & # 39; barber training model with practical clip holder,39.58,78.73,50,208,FALSE,,,,1150543,SKU421564
beauty,Face powder,Liquid foundation changing temperature,6.89,11.99,43,57,FALSE,TH,,,1520122,SKUC66586
beauty,synthetic wigs,Fringe inclined long red curly hair,25.86,44.99,43,62,FALSE,"ID,MY,PH,SG,TH,VN",,,1535154,SKUC95423
beauty,Human Hair Wigs,Short Straight Human Hair Wigs Side Bang Cool Virgin Remy Capless Mono Top 14 Colors,52.36,87.56,40,14,FALSE,"ID,MY,PH,SG,TH,VN",,,1072179,SKU425022
beauty,Tattoo Accessories,7 colors tattoo ink,20.57,40.89,50,150,FALSE,VN,,,1074846,SKU252094
beauty,Health Care,KN95 Mask Pad meltblown fabric charcoal Protection,8.99,16.72,46,49,FALSE,"ID,MY,PH,SG,TH,VN",Gray,,1664798,SKUE99562
beauty,temporal tattoo,temporary colorful tattoo sticker,7.59,15.18,50,187,FALSE,"ID,MY,TH",,,1282382,SKU918716
beauty,Foot care,Silicone Toe Seperator hallux valgus correction,4.99,9.98,50,146,FALSE,"ID,MY,PH,SG,TH,VN",,,1200275,SKU755755
beauty,Foot care,1 pair of plantar fasciitis foot arch heel of the sleeve protective pad pain relief,10.8,18.41,41,542,FALSE,"ID,MY,PH,SG,TH,VN",,,1037549,SKU347727
beauty,synthetic wigs,Fluffy Neat Bangs Long straight hair,25.86,44.99,43,75,FALSE,"ID,MY,PH,SG,TH,VN",,,1533639,SKUC95177
beauty,Lace Wigs,Long Curly Hair Wig,86.24,149.99,43,50,FALSE,"ID,MY,PH,SG,TH,VN",,,1535161,SKUC94952
beauty,Paint brushes,"A set of professional makeup brushes includes all the basics you need for your everyday applications. Portable and convenient to use. Easy to stick powder, natural color. Suitable for professional use or",19.63,33.07,41,3233,FALSE,"ID,MY,PH,SG,TH,VN",# 01,# 02,1024646,SKU307350
beauty,Glasses,polytonal retro glasses,12.14,21.12,43,419,FALSE,"ID,MY,PH,SG,TH,VN",Noir,argent,1304685,SKU936194
beauty,facial Accessories,4pcs / needle kit dual head for acne,9.99,16.87,41,734,FALSE,"ID,MY,PH,SG,TH,VN",,,1112691,SKU534818
beauty,facial Accessories,Facial Anti Wrinkle Roller,17.81,33.66,47,239,FALSE,"ID,MY,PH,SG,TH,VN",,,1143499,SKU579730
beauty,Paint brushes,7pcs makeup brushes for face,21.47,39.26,45,798,FALSE,"ID,MY,PH,SG,TH,VN",,,1212128,SKU792256
beauty,corrector,Set of 6 mini-correcting color pens,15.99,31.99,50,209,FALSE,TH,,,1321385,SKU990707
beauty,corrector,Face Palette Corrector Professional 15 Colors Eye Shadow Cosmetics Beauty,11.07,20.14,45,1816,FALSE,"PH,TH,VN",,,1021042,SKU291643
beauty,slimming clothes,Rubber corset,59.99,139.99,57,52,FALSE,"ID,MY,PH,SG,TH,VN",Violet,Bleu,1558149,SKUD38721
beauty,Fake eyelashes,Eyelash Curler Pink Gold,10.34,20.57,50,84,FALSE,"ID,MY,PH,SG,TH,VN",,,1481661,SKUB99391
beauty,Face powder,Primary Cream Base,14.99,35.99,58,95,FALSE,TH,,,1345054,SKUA27622
beauty,Nailart,3000pcs 2mm round brilliant rhinestones beads Diamond Gemstones manicure with wax pencil picker,8.17,13.13,38,410,FALSE,"ID,MY,PH,SG,TH,VN",#1,# 2,1076191,SKU356291
beauty,Couple-nail,15pcs nail cut together,27.59,49.99,45,106,FALSE,"ID,MY,PH,SG,TH,VN",1,2,1376583,SKUA66625
beauty,Lipstick,Red Velvet long-wearing lip color 12,9.99,22.99,57,80,FALSE,TH,,,1587640,SKUD61851
beauty,Other personal care,Wonder Abdomen Slimming Patch,13.79,25.86,47,308,FALSE,"ID,MY,TH",,,1236975,SKU843020
beauty,Eyeliner,Eyeliner shiny metallic,9.19,24,62,814,FALSE,,1,2,1272693,SKU904247
beauty,Makeup powder puff,Laminated water droplets sponge,7.46,16.89,56,126,FALSE,"ID,MY,PH,SG,TH,VN",Noir,blanc,1575796,SKUD64654
beauty,slimming clothes,Band breathable sports adjustable size adjustment,21.36,41.88,49,54,FALSE,"ID,MY,PH,SG,TH,VN",,,1228136,SKU825325
beauty,Skincare,Vitamin E Essence Anti Aging,11.49,22.06,48,141,FALSE,TH,,,1181640,SKU687260
beauty,slimming clothes,Shaping Body Shaping Belt,20.7,41.76,50,336,FALSE,"ID,MY,PH,SG,TH,VN",,,1193695,SKU753033
beauty,Fake eyelashes,Mini Eyelash Curler Comb,7.99,15,47,6,FALSE,"ID,MY,PH,SG,TH,VN",Gold,Rose Gold,1644357,SKUE43813
beauty,Daily Necessities,Soft domestic toilet paper,13.79,23.99,43,16,FALSE,"ID,MY,PH,SG,TH,VN",,,1651641,SKUE78417
beauty,Glasses,optical retro glasses,20,34.78,43,310,FALSE,"ID,MY,PH,SG,TH,VN",Noir,Or,1291519,SKU936181
beauty,facial Accessories,Blackhead Removal Tool dual head,8.99,15.99,44,45,FALSE,"ID,MY,PH,SG,TH,VN",,,1406104,SKUB08013
beauty,Brushes & Combs,airbag massage comb,12.99,24.99,48,1,FALSE,"ID,MY,PH,SG,TH,VN",,,1714565,SKUF72603
beauty,Eyeshadow,cosmetic powder of 120 colors,33.94,64.17,47,1679,FALSE,TH,,,1173537,SKU703381
beauty,Paint brushes,GUJHUI 10 pcs makeup brushes set,19.45,31.75,39,824,FALSE,"ID,MY,PH,SG,TH,VN",rose-mauve,,1224598,SKU819113
beauty,Ear Care,flexible spiral ear cleaner,16.66,28.98,43,75,FALSE,"ID,MY,PH,SG,TH,VN",,,1342095,SKUA19187
beauty,Human Hair Wigs,Human Hair Short Wigs,86.99,173.98,50,32,FALSE,"ID,MY,PH,SG,TH,VN",,,1334710,SKUA12257
beauty,refillable,3pcs 30ml Glass Green Glass Bottles Essential Refillable Container With Dropper,13.71,25.35,46,267,FALSE,"ID,MY,PH,SG,TH,VN",,,1099522,SKU490427
beauty,Foot care,Invisibale Heel Insoles Highten,15.17,25.9,41,433,FALSE,"ID,MY,PH,SG,TH,VN",,,1198730,SKU760483
beauty,Hair Straightener,Multifunction curling comb straightener 4 in 1,57.49,124.98,54,64,FALSE,"ID,MY,PH,SG,TH,VN",,,1433905,SKUA95703
beauty,slimming clothes,fitness belt body,25.19,50.38,50,52,FALSE,"ID,MY,PH,SG,TH,VN",,,1333452,SKUA12044
beauty,Lip gloss,Gloss Moisturizing Liquid Lip,7.99,15.99,50,37,FALSE,TH,,,1530550,SKUC89058
beauty,Sleep & Snoring,Device for preventing snoring,15.51,28.22,45,18,FALSE,"ID,MY,PH,SG,TH,VN",,,1399108,SKUA86962
beauty,Pens Nail,Pen petals nails,5.74,9.99,43,106,FALSE,"ID,MY,PH,SG,TH,VN",,,1403828,SKUA99321
beauty,Lace Wigs,Bangs brown hair Big Wave,86.24,149.99,43,48,FALSE,"ID,MY,PH,SG,TH,VN",,,1535178,SKUC94861
beauty,Mannequin to practice hairdressing,multicolored hair forming head,55.98,94.57,41,265,FALSE,"ID,MY,PH,SG,TH,VN",,,1047255,SKU351950
beauty,Glasses,presbyopic glasses retro round 4 colors,11.49,19.98,43,373,FALSE,"ID,MY,PH,SG,TH,VN",argent,Noir,1061478,SKU382577
beauty,Fake eyelashes,Mascara skull,9.99,19.99,50,103,FALSE,TH,,,1283304,SKU928776
beauty,Lipstick,Lipstick brilliant Diamond Magic,9.19,20,54,296,FALSE,TH,,,1575786,SKUD61805
beauty,Eyebrow Pencil & Amplifier,Eyebrow pencil,14.97,34.18,56,947,FALSE,TH,#BRUNETTE,#NOIR MARRON,1260879,SKU888603
beauty,Glasses,Reading glasses,10.45,18.18,43,63,FALSE,"ID,MY,TH",,,1323701,SKU990579
beauty,Lip gloss,Red liquid sexy lips,13.43,23.36,43,1122,FALSE,,1,2,1278013,SKU920334
beauty,Hair coloring,Coloring Cream Makeup Disposable Unisex DIY,13.79,22.52,39,1795,FALSE,"PH,TH,VN",Or,vert,1062580,SKU390466
beauty,Paint brushes,Whole crystal makeup brushes,33.99,66.99,49,42,FALSE,"ID,MY,PH,SG,TH,VN",,,1638589,SKUD85284
beauty,Foot care,Mosquito Lamp USB inhalation,23.99,51.99,54,37,FALSE,"ID,MY,PH,SG,TH,VN",,,1470531,SKUB75302
beauty,synthetic wigs,white black short hair wig,32.76,56.98,43,85,FALSE,"ID,MY,PH,SG,TH,VN",,,1274510,SKU909651
beauty,Bath Care,Brush scrubbing foot shower,19.99,42.99,54,48,FALSE,"ID,MY,PH,SG,TH,VN",gris,Bleu,1199798,SKU728046
beauty,synthetic wigs,brown synthetic blonde wig,51.34,89.29,43,148,FALSE,"ID,MY,PH,SG,TH,VN",,,1200055,SKU761960
beauty,slimming clothes,Underwear postpartum slimming,36.4,63.3,43,119,FALSE,"ID,MY,PH,SG,TH,VN",Noir,Couleur de peau,1285831,SKU942123
beauty,Face powder,Hydra Firming Essence Primer,13.79,23.99,43,295,FALSE,,,,1306954,SKU966517
beauty,Foot care,Anti Fungal Cream For Feet,15.86,27.58,43,68,FALSE,VN,,,1340183,SKUA20773
beauty,synthetic wigs,Bob wig natural wave,29.99,60.99,51,23,FALSE,"ID,MY,PH,SG,TH,VN",,,1670969,SKUF09510
beauty,Fake Nails,Sharp Light Pink Nails,7.99,15.98,50,7,FALSE,SG,Rose clair,,1704527,SKUF50858
beauty,synthetic wigs,shoulder-length curly hair,11.5,45.98,75,5,FALSE,"ID,MY,PH,SG,TH,VN",,,1711304,SKUF73520
beauty,Lip,Accessory Luscious Lips Silicone,12.02,24.65,51,510,FALSE,"ID,MY,PH,SG,TH,VN",,,1223305,SKU814040
beauty,Eyebrow Pencil & Amplifier,Cream eyebrows 6 colors,10.99,21.99,50,76,FALSE,TH,,,1489952,SKUC00731
beauty,Dental care,dental orthotics,13.8,28,51,185,FALSE,"ID,MY,TH",,,1244655,SKU853295
beauty,corrector,Cream Concealer Starry Gradient,15.51,30.67,49,44,FALSE,TH,,,1584282,SKUD62043
beauty,Glasses,Sunglasses Fashion Metal Full Rim,21.26,42.54,50,40,FALSE,"ID,MY,PH,SG,TH,VN",Noir,Bleu,1415637,SKUB20252
beauty,Paint brushes,Dual Head Makeup Brushes,5.99,11.98,50,3,FALSE,"ID,MY,PH,SG,TH,VN",Orange,Green,1710483,SKUE83419
beauty,Foot care,High heel shoes foot insole,8.77,20.82,58,151,FALSE,"ID,MY,PH,SG,TH,VN",,,1200337,SKU764614
beauty,Skincare,Cream facial acne,21.03,36.58,43,220,FALSE,TH,,,1301205,SKU950645
beauty,Sports Equipments,Brace support hand thumb wrist,10.34,20.57,50,108,FALSE,"ID,MY,PH,SG,TH,VN",,,1116102,SKU485155
beauty,Skincare,Revitalizing Essence Liquid,13.79,23.98,43,248,FALSE,,,,1376604,SKUA61007
beauty,Curling irons Hair,Hair tool assembly 2 in 1,55.19,104.92,47,41,FALSE,"ID,MY,PH,SG,TH,VN",,,1485067,SKUA76189
beauty,Lipstick,matte lip liner,7.46,12.99,43,58,FALSE,TH,,,1530590,SKUC89277
beauty,facial Accessories,Ultrasonic massage beauty instrument,72.44,144.83,50,163,FALSE,"ID,MY,PH,SG,TH,VN",blanc,Noir,1415631,SKUB01229
beauty,UV & LED lamp,Mini nail UV lamp,14.94,25.99,43,199,FALSE,"ID,MY,PH,SG,TH,VN",,,1307673,SKU970519
beauty,Nailart,glitter decoration nail,8.99,17.99,50,113,FALSE,"ID,MY,PH,SG,TH,VN",,,1335738,SKUA16362
beauty,Sports Equipments,massage belt for man,21.67,38.9,44,162,FALSE,"ID,MY,PH,SG,TH,VN",Noir,Gris,1212701,SKU795951
beauty,Dental care,KCASA KC-HE01 kits dental cleaning tools,33.91,58.98,43,380,FALSE,"ID,MY,PH,SG,TH,VN",,,1158839,SKU678108
beauty,Skincare,Herb Eye Cream,9.59,19.18,50,437,FALSE,VN,,,1340240,SKUA20765
beauty,Sleep & Snoring,Snoring Mouthpiece,7.23,17.83,60,69,FALSE,"ID,MY,PH,SG,TH,VN",,,907386,SKU099698
beauty,Skincare,facial moisturizing Essence,18.27,31.78,43,499,FALSE,,,,1287743,SKU942580
beauty,Human Hair Wigs,8 colors Side Bang Long human hair wigs Virgin Remy Mono top wig Capless,104.55,165.29,37,32,FALSE,"ID,MY,PH,SG,TH,VN",,,1060083,SKU424100
beauty,oils,6pcs 100% Pure Natural Essential Oils,30.46,52.73,42,394,FALSE,VN,,,1167773,SKU659504
beauty,corrector,Cream Concealer Natural,9.19,17.19,47,173,FALSE,TH,,,1451341,SKUB66060
beauty,nail Stickers,nail bracelet 3D nail glue,5.55,12.86,57,232,FALSE,"ID,MY,PH,SG,TH,VN",,,1205453,SKU781720
beauty,synthetic wigs,Gradient long wig 24 inches,11.5,45.98,75,7,FALSE,"ID,MY,PH,SG,TH,VN",,,1708482,SKUF14501
beauty,synthetic wigs,shoulder-length straight hair,22.98,45.98,50,4,FALSE,"ID,MY,PH,SG,TH,VN",,,1711499,SKUF73497
beauty,Fake eyelashes,3 pairs of long hair handmade natural Lashes False Eye Lashes,7.57,14.01,46,523,FALSE,"ID,MY,PH,SG,TH,VN",,,1080804,SKU435643
beauty,Brushes for nails,5Pcs / Set Double Head Nail Art Dotting Pen Brushes For Nails salon decoration tool,15.14,28.58,47,156,FALSE,"ID,MY,PH,SG,TH,VN",,,1087140,SKU444155
beauty,Other personal care,foldably disinfecting UV lamp,74.74,132.16,43,50,FALSE,,White,,1660517,SKUE91686
beauty,body care,Self Tanning Cream,32.76,56.99,43,45,FALSE,"PH,TH,VN",marron,,1588031,SKUD44333
beauty,Highlighters & Bronzers,brilliant Loose Powder,12.64,28.1,55,86,FALSE,TH,,,1575798,SKUD62336
beauty,Skincare,original essence of vitamin C,9.99,19.98,50,129,FALSE,,,,1343025,SKUA23788
beauty,Foot care,Correcting sagging foot,31.61,54.98,43,124,FALSE,"ID,MY,PH,SG,TH,VN",,,1398464,SKUA86936
beauty,Curling irons Hair,Hair Straightener Portable USB Mini hair Cueler,65.99,145.99,55,72,FALSE,"ID,MY,PH,SG,TH,VN",Or rose,Rose rouge,1436268,SKUA70452
beauty,Glasses,Round glasses Reading Glasses,11.26,19.58,43,469,FALSE,"ID,MY,PH,SG,TH,VN",Or,Noir,1302780,SKU938019
beauty,Lipstick,Pudaier Red Velvet Matte Lip,10.73,21.31,50,275,FALSE,TH,1,2,1239318,SKU845589
beauty,Foot care,One pair of shoes skates,48.52,84.38,43,123,FALSE,"ID,MY,PH,SG,TH,VN",,,1298081,SKU950659
beauty,Ear Care,invisible Amplifier portable ear KXW210,51.74,89.99,43,28,FALSE,"ID,MY,PH,SG,TH,VN",,,1400790,SKUA70070
beauty,Lip gloss,Red frosted matte lips,1.89,19.99,91,46,FALSE,TH,,,1555870,SKUD23464
beauty,Kit nail art,192 pcs Pro 3D Nail Art Stamp,139.99,281,50,113,FALSE,"ID,MY,PH,SG,TH,VN",,,1290159,SKU876420
beauty,Lip,10pcs mask buffer lip collagen,18.96,32.99,43,244,FALSE,"ID,MY,TH",Rose,Or,1297184,SKU950642
beauty,synthetic wigs,27 cm Females Synthetic wigs,28.49,76.98,63,115,FALSE,"ID,MY,PH,SG,TH,VN",,,1316013,SKU983354
beauty,synthetic wigs,Wigs 12 Inches,36.9,70.59,48,71,FALSE,"ID,MY,PH,SG,TH,VN",,,1460093,SKUB90021
